,col_name,auc,pearsonr
0,1_count_neighbours,0.9638662486938349,0.7875451569148967
1,1_mean,0.14095088819226753,-0.25121556029470743
2,1_sd,0.8272309299895506,0.1995513751145402
3,1_percentile_5,0.15256008359456635,-0.22685423260589027
4,1_percentile_25,0.0845141065830721,-0.3305663935420908
5,1_percentile_50,0.23980146290491117,-0.1876019722931382
6,1_percentile_75,0.3113479623824451,-0.10187273352541606
7,1_percentile_95,0.5700313479623824,0.059830526889501856
8,1_neighbours_snp_0,0.9849738766980146,0.838966160215907
9,1_neighbours_snp_1,0.9762695924764889,0.8088310756887913
10,1_neighbours_snp_2,0.9659979101358411,0.8052039641678146
11,1_neighbours_snp_3,0.9642633228840125,0.7972561564690791
12,1_neighbours_snp_4,0.9638662486938349,0.7875451569148967
13,1_neighbours_snp_5,0.9638662486938349,0.7875451569148967
14,1_neighbours_snp_6,0.9638662486938349,0.7875451569148967
15,1_neighbours_snp_7,0.9638662486938349,0.7875451569148967
16,1_neighbours_snp_8,0.9638662486938349,0.7875451569148967
17,1_neighbours_snp_9,0.9638662486938349,0.7875451569148967
18,1_neighbours_snp_10,0.9638662486938349,0.7875451569148967
19,1_neighbours_snp_11,0.9638662486938349,0.7875451569148967
20,1_neighbours_snp_12,0.9638662486938349,0.7875451569148967
21,1_neighbours_snp_13,0.9638662486938349,0.7875451569148967
22,1_neighbours_snp_14,0.9638662486938349,0.7875451569148967
23,1_neighbours_snp_15,0.9638662486938349,0.7875451569148967
24,2_count_neighbour_matrix,0.9638662486938349,0.8226134264880987
25,2_mean,0.9783176593521421,0.7733966685214473
26,2_sd,0.9835841170323929,0.8112296082597092
27,2_percentile_5,0.5039289446185999,0.001289049954624219
28,2_percentile_25,0.9428108672936257,0.5460069491500936
29,2_percentile_50,0.9687042842215257,0.670930984438642
30,2_percentile_75,0.9784639498432601,0.7659937486562685
31,2_percentile_95,0.9853605015673981,0.8172444475866205
32,2_neighbours_snp_0,0.9452246603970742,0.6253606216630903
33,2_neighbours_snp_1,0.9479519331243469,0.6690283564214398
34,2_neighbours_snp_2,0.9490177638453501,0.7030915172057749
35,2_neighbours_snp_3,0.949435736677116,0.7283226619330637
36,2_neighbours_snp_4,0.9546185997910136,0.7522280075809523
37,2_neighbours_snp_5,0.9572518286311389,0.7681551950836732
38,2_neighbours_snp_6,0.9597596656217346,0.7857034717992583
39,2_neighbours_snp_7,0.9610449320794149,0.801220127627691
40,2_neighbours_snp_8,0.9620794148380355,0.8141367659339082
41,2_neighbours_snp_9,0.9627899686520376,0.8250864918223065
42,2_neighbours_snp_10,0.9635318704284221,0.8326401645507671
43,2_neighbours_snp_11,0.9637826541274818,0.8382217850818834
44,2_neighbours_snp_12,0.9638035527690699,0.8415144209532294
45,2_neighbours_snp_13,0.9638035527690699,0.8437502364699615
46,2_neighbours_snp_14,0.9638035527690699,0.8448262259106104
47,2_neighbours_snp_15,0.9638035527690699,0.8445929220491118
48,2_sample_vertex_betweenness,1.0,0.6179093698606043
