,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
846,True,817+31,156,1.0256410256410255,1.0951430482418676,0.0,0.0,1.0,2.0,3.0,73.0,24.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12246,5.366487016168545,4.092012419432143,0.0,2.0,5.0,8.0,13.0,1511.0,898.0,1261.0,1108.0,968.0,1093.0,992.0,980.0,685.0,623.0,579.0,455.0,355.0,271.0,193.0,116.0,1.0
847,False,395:20-06-2021:0,8,1.25,1.4880476182856899,0.0,0.0,0.5,3.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1.6388888888888888,1.8385207994903756,0.0,0.0,1.0,3.0,4.5,16.0,5.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,True,815+853,102,1.2549019607843137,1.2322905863890417,0.0,0.0,1.0,2.0,3.0,44.0,11.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5253,3.1667618503712163,2.968350332670124,0.0,1.0,2.0,5.0,9.0,1275.0,720.0,653.0,601.0,486.0,362.0,268.0,304.0,168.0,220.0,164.0,32.0,0.0,0.0,0.0,0.0,0.5679544342539271
849,False,471:13-01-2021:0,33,1.7878787878787878,1.2439246298906075,0.0,0.0,2.0,3.0,3.0,9.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561,1.750445632798574,1.9535052691946015,0.0,0.0,1.0,3.0,5.0,240.0,81.0,50.0,61.0,49.0,58.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,False,6:16-06-2020:0,4,2.75,0.5,2.15,2.75,3.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0,0.816496580927726,1.0,1.25,2.0,2.75,3.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
851,False,349:06-07-2020:0,11,1.3636363636363635,0.8090398349558905,0.5,1.0,1.0,2.0,2.5,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,2.409090909090909,1.109085177103152,1.0,2.0,2.0,3.0,4.0,2.0,12.0,21.0,21.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
853,False,530:19-12-2020:0,34,2.088235294117647,0.3788057036804224,2.0,2.0,2.0,2.0,3.0,0.0,1.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,0.26218487394957984,0.5989597599563027,0.0,0.0,0.0,0.0,2.0,484.0,70.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,False,919:29-01-2021:1,61,2.0,1.0165300454651272,0.0,2.0,2.0,3.0,3.0,8.0,7.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891,1.4579587519830777,1.7267591629301722,0.0,0.0,1.0,2.0,5.0,770.0,448.0,249.0,134.0,103.0,125.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,False,994:30-04-2021:1,3,2.3333333333333335,1.1547005383792515,1.2000000000000002,2.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.1666666666666665,1.1690451944500122,1.5,3.0,3.5,4.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
857,False,825:25-05-2021:1,31,2.096774193548387,0.9782582722940951,0.0,2.0,2.0,3.0,3.0,3.0,4.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496,3.280241935483871,1.7244799368099604,0.0,2.0,3.0,5.0,6.0,38.0,57.0,57.0,102.0,108.0,86.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,False,500:21-08-2020:0,48,1.2291666666666667,1.0766295582389325,0.0,0.0,1.0,2.0,3.0,16.0,12.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176,2.1700680272108843,1.4886768063170166,0.0,1.0,2.0,3.0,5.0,186.0,224.0,293.0,250.0,137.0,72.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,False,234:01-06-2020:0,21,2.1904761904761907,0.9283882603225667,1.0,2.0,2.0,3.0,3.0,1.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231,2.186147186147186,1.249340123208824,0.0,1.0,2.0,3.0,4.0,31.0,34.0,62.0,69.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,False,311:09-05-2021:0,13,1.4615384615384615,1.4500221041639683,0.0,0.0,2.0,3.0,3.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,2.0549450549450547,1.7471413945365306,0.0,0.0,2.0,3.0,6.0,26.0,9.0,16.0,30.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,False,17:23-12-2020:0,6,1.5,1.0488088481701516,0.25,1.0,1.5,2.0,2.75,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.7142857142857142,1.0555973258234952,0.0,1.0,2.0,2.0,3.0,2.0,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
865,False,77:02-07-2021:0,11,2.272727272727273,0.9045340337332909,1.0,1.5,3.0,3.0,3.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,1.393939393939394,1.251199890305768,0.0,0.0,1.5,3.0,3.0,25.0,8.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,False,79:04-04-2021:0,5,3.0,0.0,3.0000000000000004,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1.0,1.4638501094227998,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
867,False,163:30-10-2020:0,18,1.8888888888888888,0.7583952786593615,1.0,1.0,2.0,2.0,3.0,0.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171,1.5730994152046784,1.089620164012756,0.0,1.0,2.0,2.0,3.0,32.0,52.0,49.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,False,325:09-05-2021:0,7,2.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1.4642857142857142,1.2013000012992978,0.0,1.0,1.0,2.0,3.6499999999999986,6.0,11.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,False,543:01-03-2021:0,6,1.3333333333333333,1.3662601021279464,0.0,0.25,1.0,2.5,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.3333333333333333,1.1547005383792517,0.0,0.0,1.0,2.0,3.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,False,669:02-06-2021:0,24,1.2083333333333333,1.2150922908825974,0.0,0.0,1.0,2.0,3.0,10.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,2.1533333333333333,1.6610294856089793,0.0,1.0,2.0,3.0,5.0,65.0,48.0,63.0,65.0,27.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,False,865:18-12-2020:1,51,2.392156862745098,0.5321064319306438,2.0,2.0,2.0,3.0,3.0,0.0,1.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326,0.6221719457013575,0.7788274422180981,0.0,0.0,0.0,1.0,2.0,726.0,396.0,183.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,True,230+635,71,1.2816901408450705,1.1487023559720309,0.0,0.0,1.0,2.0,3.0,23.0,21.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556,6.164319248826291,4.336572993616049,0.0,3.0,5.0,9.0,15.0,132.0,193.0,219.0,292.0,239.0,243.0,213.0,176.0,180.0,121.0,113.0,99.0,76.0,78.0,52.0,38.0,1.0
874,False,29:16-03-2021:0,16,1.875,0.806225774829855,1.0,1.0,2.0,2.25,3.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,2.1691176470588234,1.6127048686799617,0.0,1.0,2.0,3.0,5.0,29.0,22.0,27.0,25.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,False,271:15-02-2021:0,19,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,1.3526315789473684,1.8161149361842042,0.0,0.0,0.0,4.0,4.0,121.0,0.0,0.0,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
876,False,856:05-04-2021:1,3,2.6666666666666665,0.5773502691896257,2.1,2.5,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0,0.8944271909999159,1.0,1.25,2.0,2.75,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
877,False,366:29-06-2021:0,4,1.25,0.9574271077563381,0.15000000000000002,0.75,1.5,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0,0.816496580927726,0.0,0.25,1.0,1.75,2.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,False,452:16-06-2020:0,3,2.3333333333333335,0.5773502691896257,2.0,2.0,2.0,2.5,2.9,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.5,1.0488088481701516,0.25,1.0,1.5,2.0,2.75,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
879,False,439:23-04-2020:0,7,1.8571428571428572,1.3451854182690985,0.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2.107142857142857,1.7917358790618276,0.0,1.0,2.0,3.0,5.649999999999999,6.0,6.0,5.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,False,250:26-08-2020:0,48,1.2291666666666667,1.0766295582389325,0.0,0.0,1.0,2.0,3.0,16.0,12.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176,2.1700680272108843,1.4886768063170166,0.0,1.0,2.0,3.0,5.0,186.0,224.0,293.0,250.0,137.0,72.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,False,928:10-12-2020:1,42,2.3095238095238093,0.4679011380933327,2.0,2.0,2.0,3.0,3.0,0.0,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903,0.31561461794019935,0.6273954837270959,0.0,0.0,0.0,0.0,2.0,685.0,164.0,41.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,False,705:26-05-2021:0,23,2.5217391304347827,0.5931093121225481,2.0,2.0,3.0,3.0,3.0,0.0,1.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,1.1956521739130435,0.8343419456154885,0.0,1.0,1.0,2.0,2.0,61.0,113.0,89.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,True,475+497,103,1.8640776699029127,1.1551126223788013,0.0,1.0,2.0,3.0,3.0,20.0,16.0,25.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5356,6.916168782673637,4.175589544657936,0.0,4.0,7.0,9.0,15.0,273.0,287.0,301.0,392.0,355.0,369.0,471.0,539.0,530.0,535.0,527.0,233.0,122.0,68.0,60.0,75.0,1.0
887,False,731:10-11-2020:0,56,1.7678571428571428,0.7625572152261799,1.0,1.0,2.0,2.0,3.0,0.0,24.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596,0.7744360902255639,1.0985305067602291,0.0,0.0,0.0,1.0,3.0,938.0,289.0,196.0,137.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,False,236:05-01-2021:0,16,1.25,1.0645812948447542,0.0,0.0,2.0,2.0,2.25,6.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,2.2058823529411766,1.4200555391268304,0.0,2.0,2.0,3.0,4.0,25.0,7.0,56.0,17.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
