,col_name,auc,pearsonr
0,1_count_neighbours,0.9649512195121951,0.8036561129549392
1,1_mean,0.22028048780487805,-0.19713255047309358
2,1_sd,0.7226341463414634,0.1424922400620435
3,1_percentile_5,0.2208536585365854,-0.1941031633927846
4,1_percentile_25,0.1895121951219512,-0.25607269425056217
5,1_percentile_50,0.29310975609756096,-0.17032479562265576
6,1_percentile_75,0.5219024390243903,0.020511911308492118
7,1_percentile_95,0.5848048780487805,0.06805594212091928
8,1_neighbours_snp_0,0.9691463414634146,0.7717947037239424
9,1_neighbours_snp_1,0.9724268292682926,0.8059891644144418
10,1_neighbours_snp_2,0.9649512195121951,0.8036561129549392
11,1_neighbours_snp_3,0.9649512195121951,0.8036561129549392
12,1_neighbours_snp_4,0.9649512195121951,0.8036561129549392
13,1_neighbours_snp_5,0.9649512195121951,0.8036561129549392
14,1_neighbours_snp_6,0.9649512195121951,0.8036561129549392
15,1_neighbours_snp_7,0.9649512195121951,0.8036561129549392
16,1_neighbours_snp_8,0.9649512195121951,0.8036561129549392
17,1_neighbours_snp_9,0.9649512195121951,0.8036561129549392
18,1_neighbours_snp_10,0.9649512195121951,0.8036561129549392
19,1_neighbours_snp_11,0.9649512195121951,0.8036561129549392
20,1_neighbours_snp_12,0.9649512195121951,0.8036561129549392
21,1_neighbours_snp_13,0.9649512195121951,0.8036561129549392
22,1_neighbours_snp_14,0.9649512195121951,0.8036561129549392
23,1_neighbours_snp_15,0.9649512195121951,0.8036561129549392
24,2_count_neighbour_matrix,0.9649512195121951,0.8275788804428835
25,2_mean,0.9716219512195121,0.8234979854780987
26,2_sd,0.9818902439024391,0.8597164632236269
27,2_percentile_5,0.41524390243902437,-0.08079622891851719
28,2_percentile_25,0.8740609756097562,0.4700634849296122
29,2_percentile_50,0.9622560975609755,0.7352363865446299
30,2_percentile_75,0.973609756097561,0.8195366283061263
31,2_percentile_95,0.984390243902439,0.8598514213278116
32,2_neighbours_snp_0,0.9443170731707317,0.7283237868631173
33,2_neighbours_snp_1,0.9490975609756096,0.7456880003450616
34,2_neighbours_snp_2,0.9516097560975609,0.7652218565380163
35,2_neighbours_snp_3,0.9562317073170732,0.7797809250363021
36,2_neighbours_snp_4,0.9597439024390244,0.7940686791371535
37,2_neighbours_snp_5,0.9622560975609756,0.8063328471703076
38,2_neighbours_snp_6,0.9636585365853658,0.8141680838514104
39,2_neighbours_snp_7,0.9640243902439024,0.8206550749099963
40,2_neighbours_snp_8,0.9642195121951219,0.8269811134328756
41,2_neighbours_snp_9,0.9642926829268292,0.832034810726033
42,2_neighbours_snp_10,0.9643414634146341,0.8352942491898052
43,2_neighbours_snp_11,0.9646585365853658,0.8374228035308962
44,2_neighbours_snp_12,0.9647317073170731,0.8385854201209011
45,2_neighbours_snp_13,0.9648292682926829,0.8388686586199895
46,2_neighbours_snp_14,0.9648292682926829,0.8387328794440762
47,2_neighbours_snp_15,0.9648780487804878,0.8381661141160793
48,2_sample_vertex_betweenness,0.9646341463414634,0.5026316608310605
