,col_name,auc,pearsonr
0,1_count_neighbours,0.9397094188376753,0.6777381621989896
1,1_mean,0.0792184368737475,-0.3374232247428908
2,1_sd,0.8998797595190381,0.2815821528143333
3,1_percentile_5,0.08471943887775553,-0.2718366891318495
4,1_percentile_25,0.07796593186372747,-0.3389158554657752
5,1_percentile_50,0.11128256513026054,-0.2971714587439915
6,1_percentile_75,0.19504008016032062,-0.19629222097996915
7,1_percentile_95,0.551943887775551,0.057307023592899194
8,1_neighbours_snp_0,0.9855911823647294,0.8391662298888559
9,1_neighbours_snp_1,0.9772444889779559,0.8086864835904071
10,1_neighbours_snp_2,0.9673947895791584,0.8043709627026441
11,1_neighbours_snp_3,0.9657314629258517,0.7956651099560972
12,1_neighbours_snp_4,0.9653507014028057,0.7849858494439554
13,1_neighbours_snp_5,0.9585370741482966,0.7683199645058337
14,1_neighbours_snp_6,0.9530360721442885,0.7480076837822106
15,1_neighbours_snp_7,0.9467835671342686,0.7268554527319329
16,1_neighbours_snp_8,0.943617234468938,0.702594533703783
17,1_neighbours_snp_9,0.9397094188376753,0.6777381621989896
18,1_neighbours_snp_10,0.9397094188376753,0.6777381621989896
19,1_neighbours_snp_11,0.9397094188376753,0.6777381621989896
20,1_neighbours_snp_12,0.9397094188376753,0.6777381621989896
21,1_neighbours_snp_13,0.9397094188376753,0.6777381621989896
22,1_neighbours_snp_14,0.9397094188376753,0.6777381621989896
23,1_neighbours_snp_15,0.9397094188376753,0.6777381621989896
24,2_count_neighbour_matrix,0.9397094188376753,0.8004478550656757
25,2_mean,0.968186372745491,0.6508550845625889
26,2_sd,0.9733366733466934,0.6099423994789899
27,2_percentile_5,0.8821042084168336,0.4994126321837606
28,2_percentile_25,0.9502805611222445,0.5816236471678247
29,2_percentile_50,0.9571743486973948,0.5997907396228229
30,2_percentile_75,0.9685771543086172,0.6265855435206461
31,2_percentile_95,0.9691983967935872,0.6486412980500391
32,2_neighbours_snp_0,0.9247695390781563,0.4546508935074128
33,2_neighbours_snp_1,0.9279158316633267,0.5057748587813117
34,2_neighbours_snp_2,0.927244488977956,0.5247490657291138
35,2_neighbours_snp_3,0.9251803607214428,0.5401006475569671
36,2_neighbours_snp_4,0.9260821643286572,0.5553815265770187
37,2_neighbours_snp_5,0.9279258517034068,0.569156764711367
38,2_neighbours_snp_6,0.9284268537074147,0.584951559055891
39,2_neighbours_snp_7,0.927805611222445,0.6027698242586189
40,2_neighbours_snp_8,0.9278557114228457,0.6212072117015278
41,2_neighbours_snp_9,0.9291282565130261,0.6415076607972245
42,2_neighbours_snp_10,0.9315931863727455,0.6578276570913273
43,2_neighbours_snp_11,0.9332765531062124,0.6771608197525654
44,2_neighbours_snp_12,0.9348196392785573,0.6932818084677305
45,2_neighbours_snp_13,0.9363226452905811,0.7086774824919726
46,2_neighbours_snp_14,0.9372244488977955,0.7224805913642212
47,2_neighbours_snp_15,0.9379258517034068,0.7354395666678722
48,2_sample_vertex_betweenness,0.9970541082164329,0.8324862129611748
